2026-04-08 22:26:40,212 | INFO | Rewiring complete | nodes=42 | edges 81->89 (+8) | density 0.0941->0.1034 | avg_degree 3.86->4.24
2026-04-08 23:27:27,275 | INFO | Rewiring complete | nodes=77 | edges 157->172 (+15) | density 0.0537->0.0588 | avg_degree 4.08->4.47
2026-04-08 23:27:37,666 | INFO | Rewiring complete | nodes=24 | edges 53->58 (+5) | density 0.1920->0.2101 | avg_degree 4.42->4.83
2026-04-08 23:28:14,259 | INFO | Rewiring complete | nodes=189 | edges 392->431 (+39) | density 0.0221->0.0243 | avg_degree 4.15->4.56
2026-04-08 23:28:28,186 | INFO | Rewiring complete | nodes=20 | edges 38->43 (+5) | density 0.2000->0.2263 | avg_degree 3.80->4.30
2026-04-08 23:28:43,064 | INFO | Rewiring complete | nodes=31 | edges 68->74 (+6) | density 0.1462->0.1591 | avg_degree 4.39->4.77
2026-04-08 23:29:03,582 | INFO | Rewiring complete | nodes=63 | edges 117->128 (+11) | density 0.0599->0.0655 | avg_degree 3.71->4.06
2026-04-08 23:29:26,701 | INFO | Rewiring complete | nodes=72 | edges 117->128 (+11) | density 0.0458->0.0501 | avg_degree 3.25->3.56
2026-04-08 23:29:46,935 | INFO | Rewiring complete | nodes=36 | edges 65->71 (+6) | density 0.1032->0.1127 | avg_degree 3.61->3.94
2026-04-08 23:30:02,634 | INFO | Rewiring complete | nodes=14 | edges 24->29 (+5) | density 0.2637->0.3187 | avg_degree 3.43->4.14
2026-04-08 23:30:40,974 | INFO | Rewiring complete | nodes=148 | edges 227->249 (+22) | density 0.0209->0.0229 | avg_degree 3.07->3.36
2026-04-08 23:31:06,241 | INFO | Rewiring complete | nodes=54 | edges 115->126 (+11) | density 0.0804->0.0881 | avg_degree 4.26->4.67
2026-04-08 23:31:43,116 | INFO | Rewiring complete | nodes=139 | edges 316->347 (+31) | density 0.0329->0.0362 | avg_degree 4.55->4.99
2026-04-08 23:32:08,173 | INFO | Rewiring complete | nodes=52 | edges 108->118 (+10) | density 0.0814->0.0890 | avg_degree 4.15->4.54
2026-04-08 23:32:35,776 | INFO | Rewiring complete | nodes=96 | edges 137->150 (+13) | density 0.0300->0.0329 | avg_degree 2.85->3.12
2026-04-08 23:32:57,471 | INFO | Rewiring complete | nodes=61 | edges 110->121 (+11) | density 0.0601->0.0661 | avg_degree 3.61->3.97
2026-04-08 23:33:08,272 | INFO | Rewiring complete | nodes=12 | edges 25->30 (+5) | density 0.3788->0.4545 | avg_degree 4.17->5.00
2026-04-08 23:33:25,174 | INFO | Rewiring complete | nodes=12 | edges 24->29 (+5) | density 0.3636->0.4394 | avg_degree 4.00->4.83
2026-04-08 23:33:38,293 | INFO | Rewiring complete | nodes=14 | edges 28->33 (+5) | density 0.3077->0.3626 | avg_degree 4.00->4.71
2026-04-08 23:34:01,757 | INFO | Rewiring complete | nodes=55 | edges 77->84 (+7) | density 0.0519->0.0566 | avg_degree 2.80->3.05
2026-04-08 23:34:23,056 | INFO | Rewiring complete | nodes=42 | edges 87->95 (+8) | density 0.1010->0.1103 | avg_degree 4.14->4.52
2026-04-08 23:34:46,978 | INFO | Rewiring complete | nodes=66 | edges 135->148 (+13) | density 0.0629->0.0690 | avg_degree 4.09->4.48
2026-04-08 23:35:18,434 | INFO | Rewiring complete | nodes=88 | edges 165->181 (+16) | density 0.0431->0.0473 | avg_degree 3.75->4.11
2026-04-08 23:35:44,170 | INFO | Rewiring complete | nodes=60 | edges 121->133 (+12) | density 0.0684->0.0751 | avg_degree 4.03->4.43
2026-04-08 23:35:58,061 | INFO | Rewiring complete | nodes=19 | edges 37->42 (+5) | density 0.2164->0.2456 | avg_degree 3.89->4.42
2026-04-08 23:36:20,653 | INFO | Rewiring complete | nodes=43 | edges 83->91 (+8) | density 0.0919->0.1008 | avg_degree 3.86->4.23
2026-04-08 23:36:42,326 | INFO | Rewiring complete | nodes=43 | edges 76->83 (+7) | density 0.0842->0.0919 | avg_degree 3.53->3.86
2026-04-08 23:37:01,262 | INFO | Rewiring complete | nodes=24 | edges 53->58 (+5) | density 0.1920->0.2101 | avg_degree 4.42->4.83
2026-04-08 23:37:21,738 | INFO | Rewiring complete | nodes=36 | edges 64->70 (+6) | density 0.1016->0.1111 | avg_degree 3.56->3.89
2026-04-08 23:37:47,890 | INFO | Rewiring complete | nodes=51 | edges 115->126 (+11) | density 0.0902->0.0988 | avg_degree 4.51->4.94
2026-04-08 23:38:04,381 | INFO | Rewiring complete | nodes=23 | edges 38->43 (+5) | density 0.1502->0.1700 | avg_degree 3.30->3.74
2026-04-08 23:38:17,403 | INFO | Rewiring complete | nodes=30 | edges 64->70 (+6) | density 0.1471->0.1609 | avg_degree 4.27->4.67
2026-04-08 23:38:33,772 | INFO | Rewiring complete | nodes=37 | edges 85->93 (+8) | density 0.1276->0.1396 | avg_degree 4.59->5.03
2026-04-08 23:38:48,421 | INFO | Rewiring complete | nodes=18 | edges 39->44 (+5) | density 0.2549->0.2876 | avg_degree 4.33->4.89
2026-04-08 23:39:03,788 | INFO | Rewiring complete | nodes=12 | edges 21->26 (+5) | density 0.3182->0.3939 | avg_degree 3.50->4.33
2026-04-08 23:39:24,455 | INFO | Rewiring complete | nodes=40 | edges 87->95 (+8) | density 0.1115->0.1218 | avg_degree 4.35->4.75
2026-04-08 23:39:48,936 | INFO | Rewiring complete | nodes=59 | edges 114->125 (+11) | density 0.0666->0.0731 | avg_degree 3.86->4.24
2026-04-08 23:40:19,585 | INFO | Rewiring complete | nodes=66 | edges 156->171 (+15) | density 0.0727->0.0797 | avg_degree 4.73->5.18
2026-04-08 23:40:35,100 | INFO | Rewiring complete | nodes=28 | edges 47->52 (+5) | density 0.1243->0.1376 | avg_degree 3.36->3.71
2026-04-08 23:40:56,368 | INFO | Rewiring complete | nodes=47 | edges 80->88 (+8) | density 0.0740->0.0814 | avg_degree 3.40->3.74
2026-04-08 23:41:31,179 | INFO | Rewiring complete | nodes=152 | edges 232->255 (+23) | density 0.0202->0.0222 | avg_degree 3.05->3.36
2026-04-08 23:41:49,176 | INFO | Rewiring complete | nodes=26 | edges 50->55 (+5) | density 0.1538->0.1692 | avg_degree 3.85->4.23
2026-04-08 23:42:00,276 | INFO | Rewiring complete | nodes=17 | edges 37->42 (+5) | density 0.2721->0.3088 | avg_degree 4.35->4.94
2026-04-08 23:42:16,571 | INFO | Rewiring complete | nodes=39 | edges 80->88 (+8) | density 0.1080->0.1188 | avg_degree 4.10->4.51
2026-04-08 23:42:30,853 | INFO | Rewiring complete | nodes=36 | edges 64->70 (+6) | density 0.1016->0.1111 | avg_degree 3.56->3.89
2026-04-08 23:43:09,070 | INFO | Rewiring complete | nodes=273 | edges 501->551 (+50) | density 0.0135->0.0148 | avg_degree 3.67->4.04
2026-04-08 23:43:36,573 | INFO | Rewiring complete | nodes=78 | edges 150->165 (+15) | density 0.0500->0.0549 | avg_degree 3.85->4.23
2026-04-08 23:43:59,338 | INFO | Rewiring complete | nodes=47 | edges 90->99 (+9) | density 0.0833->0.0916 | avg_degree 3.83->4.21
2026-04-08 23:44:34,022 | INFO | Rewiring complete | nodes=116 | edges 255->280 (+25) | density 0.0382->0.0420 | avg_degree 4.40->4.83
2026-04-08 23:44:52,168 | INFO | Rewiring complete | nodes=22 | edges 43->48 (+5) | density 0.1861->0.2078 | avg_degree 3.91->4.36
2026-04-08 23:45:12,095 | INFO | Rewiring complete | nodes=46 | edges 89->97 (+8) | density 0.0860->0.0937 | avg_degree 3.87->4.22
2026-04-08 23:45:35,568 | INFO | Rewiring complete | nodes=43 | edges 90->99 (+9) | density 0.0997->0.1096 | avg_degree 4.19->4.60
2026-04-08 23:46:04,081 | INFO | Rewiring complete | nodes=105 | edges 164->180 (+16) | density 0.0300->0.0330 | avg_degree 3.12->3.43
2026-04-08 23:46:20,748 | INFO | Rewiring complete | nodes=29 | edges 60->66 (+6) | density 0.1478->0.1626 | avg_degree 4.14->4.55
2026-04-08 23:46:34,191 | INFO | Rewiring complete | nodes=30 | edges 66->72 (+6) | density 0.1517->0.1655 | avg_degree 4.40->4.80
2026-04-08 23:46:53,555 | INFO | Rewiring complete | nodes=38 | edges 82->90 (+8) | density 0.1166->0.1280 | avg_degree 4.32->4.74
2026-04-08 23:47:13,116 | INFO | Rewiring complete | nodes=41 | edges 72->79 (+7) | density 0.0878->0.0963 | avg_degree 3.51->3.85
2026-04-08 23:47:48,869 | INFO | Rewiring complete | nodes=504 | edges 894->983 (+89) | density 0.0071->0.0078 | avg_degree 3.55->3.90
2026-04-08 23:48:08,105 | INFO | Rewiring complete | nodes=33 | edges 66->72 (+6) | density 0.1250->0.1364 | avg_degree 4.00->4.36
2026-04-08 23:48:24,330 | INFO | Rewiring complete | nodes=36 | edges 71->78 (+7) | density 0.1127->0.1238 | avg_degree 3.94->4.33
2026-04-08 23:48:36,953 | INFO | Rewiring complete | nodes=27 | edges 47->52 (+5) | density 0.1339->0.1481 | avg_degree 3.48->3.85
2026-04-08 23:48:53,430 | INFO | Rewiring complete | nodes=35 | edges 69->75 (+6) | density 0.1160->0.1261 | avg_degree 3.94->4.29
2026-04-08 23:49:18,956 | INFO | Rewiring complete | nodes=64 | edges 110->121 (+11) | density 0.0546->0.0600 | avg_degree 3.44->3.78
2026-04-08 23:49:38,824 | INFO | Rewiring complete | nodes=32 | edges 59->64 (+5) | density 0.1190->0.1290 | avg_degree 3.69->4.00
2026-04-08 23:49:52,705 | INFO | Rewiring complete | nodes=11 | edges 20->25 (+5) | density 0.3636->0.4545 | avg_degree 3.64->4.55
2026-04-08 23:50:27,318 | INFO | Rewiring complete | nodes=136 | edges 212->233 (+21) | density 0.0231->0.0254 | avg_degree 3.12->3.43
2026-04-08 23:50:42,380 | INFO | Rewiring complete | nodes=27 | edges 61->67 (+6) | density 0.1738->0.1909 | avg_degree 4.52->4.96
2026-04-08 23:51:13,127 | INFO | Rewiring complete | nodes=50 | edges 116->127 (+11) | density 0.0947->0.1037 | avg_degree 4.64->5.08
2026-04-08 23:51:27,750 | INFO | Rewiring complete | nodes=20 | edges 44->49 (+5) | density 0.2316->0.2579 | avg_degree 4.40->4.90
2026-04-08 23:51:43,780 | INFO | Rewiring complete | nodes=33 | edges 66->72 (+6) | density 0.1250->0.1364 | avg_degree 4.00->4.36
2026-04-08 23:52:03,393 | INFO | Rewiring complete | nodes=32 | edges 70->77 (+7) | density 0.1411->0.1552 | avg_degree 4.38->4.81
2026-04-08 23:52:33,460 | INFO | Rewiring complete | nodes=69 | edges 144->158 (+14) | density 0.0614->0.0673 | avg_degree 4.17->4.58
2026-04-08 23:52:49,765 | INFO | Rewiring complete | nodes=28 | edges 51->56 (+5) | density 0.1349->0.1481 | avg_degree 3.64->4.00
2026-04-08 23:53:11,992 | INFO | Rewiring complete | nodes=46 | edges 96->105 (+9) | density 0.0928->0.1014 | avg_degree 4.17->4.57
2026-04-08 23:53:49,039 | INFO | Rewiring complete | nodes=208 | edges 450->495 (+45) | density 0.0209->0.0230 | avg_degree 4.33->4.76
2026-04-08 23:54:06,021 | INFO | Rewiring complete | nodes=30 | edges 72->79 (+7) | density 0.1655->0.1816 | avg_degree 4.80->5.27
2026-04-08 23:54:31,858 | INFO | Rewiring complete | nodes=48 | edges 111->122 (+11) | density 0.0984->0.1082 | avg_degree 4.62->5.08
2026-04-08 23:54:52,100 | INFO | Rewiring complete | nodes=28 | edges 58->63 (+5) | density 0.1534->0.1667 | avg_degree 4.14->4.50
2026-04-08 23:55:13,208 | INFO | Rewiring complete | nodes=40 | edges 71->78 (+7) | density 0.0910->0.1000 | avg_degree 3.55->3.90
2026-04-08 23:55:33,215 | INFO | Rewiring complete | nodes=38 | edges 80->88 (+8) | density 0.1138->0.1252 | avg_degree 4.21->4.63
2026-04-08 23:56:01,781 | INFO | Rewiring complete | nodes=108 | edges 156->171 (+15) | density 0.0270->0.0296 | avg_degree 2.89->3.17
2026-04-08 23:56:16,369 | INFO | Rewiring complete | nodes=31 | edges 57->62 (+5) | density 0.1226->0.1333 | avg_degree 3.68->4.00
2026-04-08 23:56:35,104 | INFO | Rewiring complete | nodes=35 | edges 63->69 (+6) | density 0.1059->0.1160 | avg_degree 3.60->3.94
2026-04-08 23:56:52,717 | INFO | Rewiring complete | nodes=38 | edges 70->77 (+7) | density 0.0996->0.1095 | avg_degree 3.68->4.05
2026-04-08 23:57:07,095 | INFO | Rewiring complete | nodes=36 | edges 69->75 (+6) | density 0.1095->0.1190 | avg_degree 3.83->4.17
2026-04-08 23:57:31,786 | INFO | Rewiring complete | nodes=36 | edges 71->78 (+7) | density 0.1127->0.1238 | avg_degree 3.94->4.33
2026-04-08 23:58:02,809 | INFO | Rewiring complete | nodes=105 | edges 178->195 (+17) | density 0.0326->0.0357 | avg_degree 3.39->3.71
2026-04-08 23:58:20,956 | INFO | Rewiring complete | nodes=33 | edges 68->74 (+6) | density 0.1288->0.1402 | avg_degree 4.12->4.48
2026-04-08 23:58:58,023 | INFO | Rewiring complete | nodes=226 | edges 316->347 (+31) | density 0.0124->0.0136 | avg_degree 2.80->3.07
2026-04-08 23:59:12,198 | INFO | Rewiring complete | nodes=17 | edges 32->37 (+5) | density 0.2353->0.2721 | avg_degree 3.76->4.35
2026-04-08 23:59:41,508 | INFO | Rewiring complete | nodes=71 | edges 153->168 (+15) | density 0.0616->0.0676 | avg_degree 4.31->4.73
2026-04-08 23:59:57,386 | INFO | Rewiring complete | nodes=20 | edges 42->47 (+5) | density 0.2211->0.2474 | avg_degree 4.20->4.70
2026-04-09 00:00:16,574 | INFO | Rewiring complete | nodes=28 | edges 64->70 (+6) | density 0.1693->0.1852 | avg_degree 4.57->5.00
2026-04-09 00:00:45,565 | INFO | Rewiring complete | nodes=48 | edges 93->102 (+9) | density 0.0824->0.0904 | avg_degree 3.88->4.25
2026-04-09 00:01:23,927 | INFO | Rewiring complete | nodes=246 | edges 435->478 (+43) | density 0.0144->0.0159 | avg_degree 3.54->3.89
2026-04-09 00:01:40,972 | INFO | Rewiring complete | nodes=28 | edges 57->62 (+5) | density 0.1508->0.1640 | avg_degree 4.07->4.43
2026-04-09 00:02:10,252 | INFO | Rewiring complete | nodes=117 | edges 194->213 (+19) | density 0.0286->0.0314 | avg_degree 3.32->3.64
2026-04-09 00:02:37,832 | INFO | Rewiring complete | nodes=63 | edges 131->144 (+13) | density 0.0671->0.0737 | avg_degree 4.16->4.57
2026-04-09 00:03:00,472 | INFO | Rewiring complete | nodes=48 | edges 79->86 (+7) | density 0.0700->0.0762 | avg_degree 3.29->3.58
2026-04-09 00:03:24,232 | INFO | Rewiring complete | nodes=40 | edges 93->102 (+9) | density 0.1192->0.1308 | avg_degree 4.65->5.10
2026-04-09 00:03:55,417 | INFO | Rewiring complete | nodes=95 | edges 199->218 (+19) | density 0.0446->0.0488 | avg_degree 4.19->4.59
2026-04-09 00:04:09,897 | INFO | Rewiring complete | nodes=34 | edges 65->71 (+6) | density 0.1159->0.1266 | avg_degree 3.82->4.18
2026-04-09 00:04:28,520 | INFO | Rewiring complete | nodes=14 | edges 31->36 (+5) | density 0.3407->0.3956 | avg_degree 4.43->5.14
2026-04-09 00:04:44,687 | INFO | Rewiring complete | nodes=21 | edges 37->42 (+5) | density 0.1762->0.2000 | avg_degree 3.52->4.00
2026-04-09 00:05:04,051 | INFO | Rewiring complete | nodes=44 | edges 93->102 (+9) | density 0.0983->0.1078 | avg_degree 4.23->4.64
2026-04-09 00:05:35,275 | INFO | Rewiring complete | nodes=111 | edges 198->217 (+19) | density 0.0324->0.0355 | avg_degree 3.57->3.91
2026-04-09 00:05:53,308 | INFO | Rewiring complete | nodes=23 | edges 55->60 (+5) | density 0.2174->0.2372 | avg_degree 4.78->5.22
2026-04-09 00:06:18,087 | INFO | Rewiring complete | nodes=60 | edges 114->125 (+11) | density 0.0644->0.0706 | avg_degree 3.80->4.17
2026-04-09 00:06:50,700 | INFO | Rewiring complete | nodes=99 | edges 193->212 (+19) | density 0.0398->0.0437 | avg_degree 3.90->4.28
2026-04-09 00:07:10,196 | INFO | Rewiring complete | nodes=34 | edges 69->75 (+6) | density 0.1230->0.1337 | avg_degree 4.06->4.41
2026-04-09 00:07:30,749 | INFO | Rewiring complete | nodes=32 | edges 67->73 (+6) | density 0.1351->0.1472 | avg_degree 4.19->4.56
2026-04-09 00:07:50,081 | INFO | Rewiring complete | nodes=27 | edges 62->68 (+6) | density 0.1766->0.1937 | avg_degree 4.59->5.04
2026-04-09 00:08:09,939 | INFO | Rewiring complete | nodes=42 | edges 90->99 (+9) | density 0.1045->0.1150 | avg_degree 4.29->4.71
2026-04-09 00:08:41,096 | INFO | Rewiring complete | nodes=96 | edges 166->182 (+16) | density 0.0364->0.0399 | avg_degree 3.46->3.79
2026-04-09 00:08:57,228 | INFO | Rewiring complete | nodes=17 | edges 32->37 (+5) | density 0.2353->0.2721 | avg_degree 3.76->4.35
2026-04-09 00:09:20,631 | INFO | Rewiring complete | nodes=60 | edges 128->140 (+12) | density 0.0723->0.0791 | avg_degree 4.27->4.67
2026-04-09 00:09:39,227 | INFO | Rewiring complete | nodes=21 | edges 48->53 (+5) | density 0.2286->0.2524 | avg_degree 4.57->5.05
2026-04-09 00:10:06,832 | INFO | Rewiring complete | nodes=79 | edges 118->129 (+11) | density 0.0383->0.0419 | avg_degree 2.99->3.27
2026-04-09 00:10:30,536 | INFO | Rewiring complete | nodes=74 | edges 125->137 (+12) | density 0.0463->0.0507 | avg_degree 3.38->3.70
2026-04-09 00:10:58,189 | INFO | Rewiring complete | nodes=88 | edges 142->156 (+14) | density 0.0371->0.0408 | avg_degree 3.23->3.55
2026-04-09 00:11:15,531 | INFO | Rewiring complete | nodes=34 | edges 66->72 (+6) | density 0.1176->0.1283 | avg_degree 3.88->4.24
2026-04-09 00:11:51,945 | INFO | Rewiring complete | nodes=328 | edges 541->595 (+54) | density 0.0101->0.0111 | avg_degree 3.30->3.63
2026-04-09 00:12:28,177 | INFO | Rewiring complete | nodes=153 | edges 245->269 (+24) | density 0.0211->0.0231 | avg_degree 3.20->3.52
2026-04-09 00:12:45,375 | INFO | Rewiring complete | nodes=24 | edges 54->59 (+5) | density 0.1957->0.2138 | avg_degree 4.50->4.92
2026-04-09 00:13:05,711 | INFO | Rewiring complete | nodes=28 | edges 48->53 (+5) | density 0.1270->0.1402 | avg_degree 3.43->3.79
2026-04-09 00:13:21,037 | INFO | Rewiring complete | nodes=20 | edges 38->43 (+5) | density 0.2000->0.2263 | avg_degree 3.80->4.30
2026-04-09 00:13:34,946 | INFO | Rewiring complete | nodes=17 | edges 32->37 (+5) | density 0.2353->0.2721 | avg_degree 3.76->4.35
2026-04-09 00:14:10,401 | INFO | Rewiring complete | nodes=159 | edges 314->345 (+31) | density 0.0250->0.0275 | avg_degree 3.95->4.34
2026-04-09 00:14:23,836 | INFO | Rewiring complete | nodes=11 | edges 20->25 (+5) | density 0.3636->0.4545 | avg_degree 3.64->4.55
2026-04-09 00:14:34,271 | INFO | Rewiring complete | nodes=25 | edges 42->47 (+5) | density 0.1400->0.1567 | avg_degree 3.36->3.76
2026-04-09 00:14:47,817 | INFO | Rewiring complete | nodes=30 | edges 61->67 (+6) | density 0.1402->0.1540 | avg_degree 4.07->4.47
2026-04-09 00:15:05,720 | INFO | Rewiring complete | nodes=22 | edges 51->56 (+5) | density 0.2208->0.2424 | avg_degree 4.64->5.09
2026-04-09 00:15:35,514 | INFO | Rewiring complete | nodes=81 | edges 144->158 (+14) | density 0.0444->0.0488 | avg_degree 3.56->3.90
2026-04-09 00:15:56,438 | INFO | Rewiring complete | nodes=38 | edges 82->90 (+8) | density 0.1166->0.1280 | avg_degree 4.32->4.74
2026-04-09 00:16:31,092 | INFO | Rewiring complete | nodes=94 | edges 183->201 (+18) | density 0.0419->0.0460 | avg_degree 3.89->4.28
2026-04-09 00:16:44,242 | INFO | Rewiring complete | nodes=12 | edges 20->25 (+5) | density 0.3030->0.3788 | avg_degree 3.33->4.17
2026-04-09 00:16:54,488 | INFO | Rewiring complete | nodes=24 | edges 46->51 (+5) | density 0.1667->0.1848 | avg_degree 3.83->4.25
2026-04-09 00:17:15,315 | INFO | Rewiring complete | nodes=36 | edges 63->69 (+6) | density 0.1000->0.1095 | avg_degree 3.50->3.83
2026-04-09 00:17:38,361 | INFO | Rewiring complete | nodes=50 | edges 102->112 (+10) | density 0.0833->0.0914 | avg_degree 4.08->4.48
2026-04-09 00:17:55,784 | INFO | Rewiring complete | nodes=30 | edges 59->64 (+5) | density 0.1356->0.1471 | avg_degree 3.93->4.27
2026-04-09 00:18:24,483 | INFO | Rewiring complete | nodes=62 | edges 125->137 (+12) | density 0.0661->0.0724 | avg_degree 4.03->4.42
2026-04-09 00:18:55,790 | INFO | Rewiring complete | nodes=63 | edges 148->162 (+14) | density 0.0758->0.0829 | avg_degree 4.70->5.14
2026-04-09 00:19:11,963 | INFO | Rewiring complete | nodes=22 | edges 37->42 (+5) | density 0.1602->0.1818 | avg_degree 3.36->3.82
2026-04-09 00:19:28,396 | INFO | Rewiring complete | nodes=32 | edges 56->61 (+5) | density 0.1129->0.1230 | avg_degree 3.50->3.81
2026-04-09 00:19:39,764 | INFO | Rewiring complete | nodes=17 | edges 38->43 (+5) | density 0.2794->0.3162 | avg_degree 4.47->5.06
2026-04-09 00:19:54,738 | INFO | Rewiring complete | nodes=26 | edges 49->54 (+5) | density 0.1508->0.1662 | avg_degree 3.77->4.15
2026-04-09 00:20:08,689 | INFO | Rewiring complete | nodes=22 | edges 48->53 (+5) | density 0.2078->0.2294 | avg_degree 4.36->4.82
2026-04-09 00:20:22,113 | INFO | Rewiring complete | nodes=14 | edges 27->32 (+5) | density 0.2967->0.3516 | avg_degree 3.86->4.57
2026-04-09 00:20:37,424 | INFO | Rewiring complete | nodes=22 | edges 43->48 (+5) | density 0.1861->0.2078 | avg_degree 3.91->4.36
2026-04-09 00:20:54,709 | INFO | Rewiring complete | nodes=55 | edges 97->106 (+9) | density 0.0653->0.0714 | avg_degree 3.53->3.85
2026-04-09 00:21:20,001 | INFO | Rewiring complete | nodes=50 | edges 98->107 (+9) | density 0.0800->0.0873 | avg_degree 3.92->4.28
2026-04-09 00:21:41,084 | INFO | Rewiring complete | nodes=32 | edges 69->75 (+6) | density 0.1391->0.1512 | avg_degree 4.31->4.69
2026-04-09 00:22:11,267 | INFO | Rewiring complete | nodes=70 | edges 141->155 (+14) | density 0.0584->0.0642 | avg_degree 4.03->4.43
2026-04-09 00:22:46,714 | INFO | Rewiring complete | nodes=88 | edges 210->231 (+21) | density 0.0549->0.0603 | avg_degree 4.77->5.25
2026-04-09 00:23:02,864 | INFO | Rewiring complete | nodes=16 | edges 36->41 (+5) | density 0.3000->0.3417 | avg_degree 4.50->5.12
2026-04-09 00:23:13,032 | INFO | Rewiring complete | nodes=18 | edges 36->41 (+5) | density 0.2353->0.2680 | avg_degree 4.00->4.56
2026-04-09 00:23:36,271 | INFO | Rewiring complete | nodes=54 | edges 123->135 (+12) | density 0.0860->0.0943 | avg_degree 4.56->5.00
2026-04-09 00:23:50,822 | INFO | Rewiring complete | nodes=18 | edges 39->44 (+5) | density 0.2549->0.2876 | avg_degree 4.33->4.89
2026-04-09 00:24:05,116 | INFO | Rewiring complete | nodes=14 | edges 24->29 (+5) | density 0.2637->0.3187 | avg_degree 3.43->4.14
2026-04-09 00:24:17,197 | INFO | Rewiring complete | nodes=15 | edges 27->32 (+5) | density 0.2571->0.3048 | avg_degree 3.60->4.27
2026-04-09 00:24:41,034 | INFO | Rewiring complete | nodes=62 | edges 121->133 (+12) | density 0.0640->0.0703 | avg_degree 3.90->4.29
2026-04-09 00:25:09,757 | INFO | Rewiring complete | nodes=60 | edges 89->97 (+8) | density 0.0503->0.0548 | avg_degree 2.97->3.23
2026-04-09 00:25:24,961 | INFO | Rewiring complete | nodes=24 | edges 39->44 (+5) | density 0.1413->0.1594 | avg_degree 3.25->3.67
2026-04-09 00:25:37,973 | INFO | Rewiring complete | nodes=9 | edges 18->23 (+5) | density 0.5000->0.6389 | avg_degree 4.00->5.11
2026-04-09 00:26:01,983 | INFO | Rewiring complete | nodes=44 | edges 86->94 (+8) | density 0.0909->0.0994 | avg_degree 3.91->4.27
2026-04-09 00:26:17,226 | INFO | Rewiring complete | nodes=30 | edges 53->58 (+5) | density 0.1218->0.1333 | avg_degree 3.53->3.87
2026-04-09 00:26:35,827 | INFO | Rewiring complete | nodes=48 | edges 89->97 (+8) | density 0.0789->0.0860 | avg_degree 3.71->4.04
2026-04-09 00:26:50,239 | INFO | Rewiring complete | nodes=20 | edges 41->46 (+5) | density 0.2158->0.2421 | avg_degree 4.10->4.60
2026-04-09 00:27:11,111 | INFO | Rewiring complete | nodes=29 | edges 57->62 (+5) | density 0.1404->0.1527 | avg_degree 3.93->4.28
2026-04-09 00:27:29,470 | INFO | Rewiring complete | nodes=42 | edges 75->82 (+7) | density 0.0871->0.0952 | avg_degree 3.57->3.90
2026-04-09 00:27:41,244 | INFO | Rewiring complete | nodes=12 | edges 23->28 (+5) | density 0.3485->0.4242 | avg_degree 3.83->4.67
2026-04-09 00:28:02,913 | INFO | Rewiring complete | nodes=27 | edges 61->67 (+6) | density 0.1738->0.1909 | avg_degree 4.52->4.96
2026-04-09 00:28:25,866 | INFO | Rewiring complete | nodes=38 | edges 88->96 (+8) | density 0.1252->0.1366 | avg_degree 4.63->5.05
2026-04-09 00:28:38,500 | INFO | Rewiring complete | nodes=23 | edges 52->57 (+5) | density 0.2055->0.2253 | avg_degree 4.52->4.96
2026-04-09 00:29:08,615 | INFO | Rewiring complete | nodes=101 | edges 168->184 (+16) | density 0.0333->0.0364 | avg_degree 3.33->3.64
2026-04-09 00:29:28,876 | INFO | Rewiring complete | nodes=50 | edges 91->100 (+9) | density 0.0743->0.0816 | avg_degree 3.64->4.00
2026-04-09 00:29:46,216 | INFO | Rewiring complete | nodes=21 | edges 47->52 (+5) | density 0.2238->0.2476 | avg_degree 4.48->4.95
2026-04-09 00:30:00,788 | INFO | Rewiring complete | nodes=26 | edges 45->50 (+5) | density 0.1385->0.1538 | avg_degree 3.46->3.85
2026-04-09 00:30:14,800 | INFO | Rewiring complete | nodes=8 | edges 16->21 (+5) | density 0.5714->0.7500 | avg_degree 4.00->5.25
2026-04-09 00:30:30,535 | INFO | Rewiring complete | nodes=23 | edges 40->45 (+5) | density 0.1581->0.1779 | avg_degree 3.48->3.91
2026-04-09 00:30:48,545 | INFO | Rewiring complete | nodes=18 | edges 32->37 (+5) | density 0.2092->0.2418 | avg_degree 3.56->4.11
2026-04-09 00:31:00,904 | INFO | Rewiring complete | nodes=27 | edges 49->54 (+5) | density 0.1396->0.1538 | avg_degree 3.63->4.00
2026-04-09 00:31:14,905 | INFO | Rewiring complete | nodes=32 | edges 57->62 (+5) | density 0.1149->0.1250 | avg_degree 3.56->3.88
2026-04-09 00:31:30,179 | INFO | Rewiring complete | nodes=48 | edges 74->81 (+7) | density 0.0656->0.0718 | avg_degree 3.08->3.38
2026-04-09 00:31:54,979 | INFO | Rewiring complete | nodes=52 | edges 99->108 (+9) | density 0.0747->0.0814 | avg_degree 3.81->4.15
2026-04-09 00:32:11,583 | INFO | Rewiring complete | nodes=15 | edges 25->30 (+5) | density 0.2381->0.2857 | avg_degree 3.33->4.00
2026-04-09 00:32:26,924 | INFO | Rewiring complete | nodes=31 | edges 52->57 (+5) | density 0.1118->0.1226 | avg_degree 3.35->3.68
2026-04-09 00:32:57,535 | INFO | Rewiring complete | nodes=125 | edges 214->235 (+21) | density 0.0276->0.0303 | avg_degree 3.42->3.76
2026-04-09 00:33:14,187 | INFO | Rewiring complete | nodes=27 | edges 60->66 (+6) | density 0.1709->0.1880 | avg_degree 4.44->4.89
