2026-04-08 08:48:36,901 | INFO | Rewiring complete | nodes=327 | edges 899->988 (+89) | density 0.0169->0.0185 | avg_degree 5.50->6.04
2026-04-08 10:54:15,267 | INFO | Rewiring complete | nodes=645 | edges 1511->1662 (+151) | density 0.0073->0.0080 | avg_degree 4.69->5.15
2026-04-08 10:54:56,295 | INFO | Rewiring complete | nodes=245 | edges 720->792 (+72) | density 0.0241->0.0265 | avg_degree 5.88->6.47
2026-04-08 10:55:36,347 | INFO | Rewiring complete | nodes=490 | edges 1397->1536 (+139) | density 0.0117->0.0128 | avg_degree 5.70->6.27
2026-04-08 10:56:17,664 | INFO | Rewiring complete | nodes=394 | edges 1129->1241 (+112) | density 0.0146->0.0160 | avg_degree 5.73->6.30
2026-04-08 10:56:57,544 | INFO | Rewiring complete | nodes=449 | edges 1299->1428 (+129) | density 0.0129->0.0142 | avg_degree 5.79->6.36
2026-04-08 10:57:37,478 | INFO | Rewiring complete | nodes=262 | edges 646->710 (+64) | density 0.0189->0.0208 | avg_degree 4.93->5.42
2026-04-08 10:58:15,485 | INFO | Rewiring complete | nodes=194 | edges 435->478 (+43) | density 0.0232->0.0255 | avg_degree 4.48->4.93
2026-04-08 10:58:54,804 | INFO | Rewiring complete | nodes=498 | edges 1319->1450 (+131) | density 0.0107->0.0117 | avg_degree 5.30->5.82
2026-04-08 10:59:34,432 | INFO | Rewiring complete | nodes=315 | edges 758->833 (+75) | density 0.0153->0.0168 | avg_degree 4.81->5.29
2026-04-08 11:00:18,381 | INFO | Rewiring complete | nodes=2495 | edges 6564->7220 (+656) | density 0.0021->0.0023 | avg_degree 5.26->5.79
2026-04-08 11:00:54,939 | INFO | Rewiring complete | nodes=157 | edges 422->464 (+42) | density 0.0345->0.0379 | avg_degree 5.38->5.91
2026-04-08 11:01:39,257 | INFO | Rewiring complete | nodes=485 | edges 1130->1243 (+113) | density 0.0096->0.0106 | avg_degree 4.66->5.13
2026-04-08 11:02:16,873 | INFO | Rewiring complete | nodes=841 | edges 1902->2092 (+190) | density 0.0054->0.0059 | avg_degree 4.52->4.98
2026-04-08 11:02:54,555 | INFO | Rewiring complete | nodes=270 | edges 786->864 (+78) | density 0.0216->0.0238 | avg_degree 5.82->6.40
2026-04-08 11:03:41,100 | INFO | Rewiring complete | nodes=447 | edges 1041->1145 (+104) | density 0.0104->0.0115 | avg_degree 4.66->5.12
2026-04-08 11:04:20,157 | INFO | Rewiring complete | nodes=243 | edges 554->609 (+55) | density 0.0188->0.0207 | avg_degree 4.56->5.01
2026-04-08 11:04:59,208 | INFO | Rewiring complete | nodes=492 | edges 1392->1531 (+139) | density 0.0115->0.0127 | avg_degree 5.66->6.22
2026-04-08 11:05:40,868 | INFO | Rewiring complete | nodes=540 | edges 1317->1448 (+131) | density 0.0090->0.0099 | avg_degree 4.88->5.36
2026-04-08 11:06:19,236 | INFO | Rewiring complete | nodes=551 | edges 1969->2165 (+196) | density 0.0130->0.0143 | avg_degree 7.15->7.86
2026-04-08 11:06:59,408 | INFO | Rewiring complete | nodes=640 | edges 1512->1663 (+151) | density 0.0074->0.0081 | avg_degree 4.72->5.20
2026-04-08 11:07:41,578 | INFO | Rewiring complete | nodes=152 | edges 446->490 (+44) | density 0.0389->0.0427 | avg_degree 5.87->6.45
2026-04-08 11:08:20,188 | INFO | Rewiring complete | nodes=721 | edges 1755->1930 (+175) | density 0.0068->0.0074 | avg_degree 4.87->5.35
2026-04-08 11:09:03,410 | INFO | Rewiring complete | nodes=162 | edges 368->404 (+36) | density 0.0282->0.0310 | avg_degree 4.54->4.99
2026-04-08 11:09:48,251 | INFO | Rewiring complete | nodes=180 | edges 398->437 (+39) | density 0.0247->0.0271 | avg_degree 4.42->4.86
2026-04-08 11:10:35,622 | INFO | Rewiring complete | nodes=167 | edges 378->415 (+37) | density 0.0273->0.0299 | avg_degree 4.53->4.97
2026-04-08 11:11:22,078 | INFO | Rewiring complete | nodes=168 | edges 505->555 (+50) | density 0.0360->0.0396 | avg_degree 6.01->6.61
2026-04-08 11:12:06,235 | INFO | Rewiring complete | nodes=269 | edges 736->809 (+73) | density 0.0204->0.0224 | avg_degree 5.47->6.01
2026-04-08 11:12:53,804 | INFO | Rewiring complete | nodes=365 | edges 924->1016 (+92) | density 0.0139->0.0153 | avg_degree 5.06->5.57
2026-04-08 11:13:37,247 | INFO | Rewiring complete | nodes=385 | edges 1021->1123 (+102) | density 0.0138->0.0152 | avg_degree 5.30->5.83
2026-04-08 11:14:26,337 | INFO | Rewiring complete | nodes=381 | edges 1055->1160 (+105) | density 0.0146->0.0160 | avg_degree 5.54->6.09
2026-04-08 11:15:05,274 | INFO | Rewiring complete | nodes=131 | edges 388->426 (+38) | density 0.0456->0.0500 | avg_degree 5.92->6.50
2026-04-08 11:15:44,597 | INFO | Rewiring complete | nodes=137 | edges 295->324 (+29) | density 0.0317->0.0348 | avg_degree 4.31->4.73
2026-04-08 11:16:19,705 | INFO | Rewiring complete | nodes=440 | edges 982->1080 (+98) | density 0.0102->0.0112 | avg_degree 4.46->4.91
2026-04-08 11:17:01,340 | INFO | Rewiring complete | nodes=222 | edges 725->797 (+72) | density 0.0296->0.0325 | avg_degree 6.53->7.18
2026-04-08 11:17:45,997 | INFO | Rewiring complete | nodes=283 | edges 709->779 (+70) | density 0.0178->0.0195 | avg_degree 5.01->5.51
2026-04-08 11:18:26,865 | INFO | Rewiring complete | nodes=487 | edges 1112->1223 (+111) | density 0.0094->0.0103 | avg_degree 4.57->5.02
2026-04-08 11:19:11,720 | INFO | Rewiring complete | nodes=310 | edges 993->1092 (+99) | density 0.0207->0.0228 | avg_degree 6.41->7.05
2026-04-08 11:19:54,142 | INFO | Rewiring complete | nodes=320 | edges 778->855 (+77) | density 0.0152->0.0168 | avg_degree 4.86->5.34
2026-04-08 11:20:39,496 | INFO | Rewiring complete | nodes=394 | edges 934->1027 (+93) | density 0.0121->0.0133 | avg_degree 4.74->5.21
2026-04-08 11:21:26,487 | INFO | Rewiring complete | nodes=508 | edges 1272->1399 (+127) | density 0.0099->0.0109 | avg_degree 5.01->5.51
2026-04-08 11:22:10,376 | INFO | Rewiring complete | nodes=196 | edges 441->485 (+44) | density 0.0231->0.0254 | avg_degree 4.50->4.95
2026-04-08 11:23:01,550 | INFO | Rewiring complete | nodes=302 | edges 763->839 (+76) | density 0.0168->0.0185 | avg_degree 5.05->5.56
2026-04-08 11:23:41,472 | INFO | Rewiring complete | nodes=500 | edges 1201->1321 (+120) | density 0.0096->0.0106 | avg_degree 4.80->5.28
2026-04-08 11:24:25,130 | INFO | Rewiring complete | nodes=213 | edges 627->689 (+62) | density 0.0278->0.0305 | avg_degree 5.89->6.47
2026-04-08 11:25:04,942 | INFO | Rewiring complete | nodes=395 | edges 1327->1459 (+132) | density 0.0171->0.0187 | avg_degree 6.72->7.39
2026-04-08 11:25:51,074 | INFO | Rewiring complete | nodes=358 | edges 789->867 (+78) | density 0.0123->0.0136 | avg_degree 4.41->4.84
2026-04-08 11:26:35,709 | INFO | Rewiring complete | nodes=601 | edges 1344->1478 (+134) | density 0.0075->0.0082 | avg_degree 4.47->4.92
2026-04-08 11:27:21,437 | INFO | Rewiring complete | nodes=401 | edges 1135->1248 (+113) | density 0.0142->0.0156 | avg_degree 5.66->6.22
2026-04-08 11:28:08,247 | INFO | Rewiring complete | nodes=162 | edges 407->447 (+40) | density 0.0312->0.0343 | avg_degree 5.02->5.52
2026-04-08 11:28:56,205 | INFO | Rewiring complete | nodes=186 | edges 432->475 (+43) | density 0.0251->0.0276 | avg_degree 4.65->5.11
2026-04-08 11:29:42,674 | INFO | Rewiring complete | nodes=419 | edges 870->957 (+87) | density 0.0099->0.0109 | avg_degree 4.15->4.57
2026-04-08 11:30:28,049 | INFO | Rewiring complete | nodes=212 | edges 581->639 (+58) | density 0.0260->0.0286 | avg_degree 5.48->6.03
2026-04-08 11:31:08,450 | INFO | Rewiring complete | nodes=504 | edges 1422->1564 (+142) | density 0.0112->0.0123 | avg_degree 5.64->6.21
2026-04-08 11:31:48,920 | INFO | Rewiring complete | nodes=389 | edges 1088->1196 (+108) | density 0.0144->0.0158 | avg_degree 5.59->6.15
2026-04-08 11:32:34,704 | INFO | Rewiring complete | nodes=219 | edges 582->640 (+58) | density 0.0244->0.0268 | avg_degree 5.32->5.84
2026-04-08 11:33:22,392 | INFO | Rewiring complete | nodes=1284 | edges 3303->3633 (+330) | density 0.0040->0.0044 | avg_degree 5.14->5.66
2026-04-08 11:34:09,171 | INFO | Rewiring complete | nodes=250 | edges 600->660 (+60) | density 0.0193->0.0212 | avg_degree 4.80->5.28
2026-04-08 11:34:53,325 | INFO | Rewiring complete | nodes=291 | edges 822->904 (+82) | density 0.0195->0.0214 | avg_degree 5.65->6.21
2026-04-08 11:35:35,241 | INFO | Rewiring complete | nodes=469 | edges 1134->1247 (+113) | density 0.0103->0.0114 | avg_degree 4.84->5.32
2026-04-08 11:36:19,126 | INFO | Rewiring complete | nodes=295 | edges 784->862 (+78) | density 0.0181->0.0199 | avg_degree 5.32->5.84
2026-04-08 11:37:00,000 | INFO | Rewiring complete | nodes=209 | edges 520->572 (+52) | density 0.0239->0.0263 | avg_degree 4.98->5.47
2026-04-08 11:37:41,946 | INFO | Rewiring complete | nodes=321 | edges 729->801 (+72) | density 0.0142->0.0156 | avg_degree 4.54->4.99
2026-04-08 11:38:27,035 | INFO | Rewiring complete | nodes=401 | edges 926->1018 (+92) | density 0.0115->0.0127 | avg_degree 4.62->5.08
2026-04-08 11:39:12,092 | INFO | Rewiring complete | nodes=545 | edges 1300->1430 (+130) | density 0.0088->0.0096 | avg_degree 4.77->5.25
2026-04-08 11:39:59,415 | INFO | Rewiring complete | nodes=468 | edges 1342->1476 (+134) | density 0.0123->0.0135 | avg_degree 5.74->6.31
2026-04-08 11:40:46,010 | INFO | Rewiring complete | nodes=463 | edges 1064->1170 (+106) | density 0.0099->0.0109 | avg_degree 4.60->5.05
2026-04-08 11:41:31,353 | INFO | Rewiring complete | nodes=240 | edges 631->694 (+63) | density 0.0220->0.0242 | avg_degree 5.26->5.78
2026-04-08 11:42:13,012 | INFO | Rewiring complete | nodes=533 | edges 1244->1368 (+124) | density 0.0088->0.0096 | avg_degree 4.67->5.13
2026-04-08 11:42:51,577 | INFO | Rewiring complete | nodes=217 | edges 600->660 (+60) | density 0.0256->0.0282 | avg_degree 5.53->6.08
2026-04-08 11:43:29,038 | INFO | Rewiring complete | nodes=120 | edges 351->386 (+35) | density 0.0492->0.0541 | avg_degree 5.85->6.43
2026-04-08 11:44:08,604 | INFO | Rewiring complete | nodes=425 | edges 970->1067 (+97) | density 0.0108->0.0118 | avg_degree 4.56->5.02
2026-04-08 11:44:48,566 | INFO | Rewiring complete | nodes=162 | edges 327->359 (+32) | density 0.0251->0.0275 | avg_degree 4.04->4.43
2026-04-08 11:45:29,181 | INFO | Rewiring complete | nodes=427 | edges 1245->1369 (+124) | density 0.0137->0.0151 | avg_degree 5.83->6.41
2026-04-08 11:46:13,565 | INFO | Rewiring complete | nodes=312 | edges 727->799 (+72) | density 0.0150->0.0165 | avg_degree 4.66->5.12
2026-04-08 11:47:01,028 | INFO | Rewiring complete | nodes=629 | edges 1526->1678 (+152) | density 0.0077->0.0085 | avg_degree 4.85->5.34
2026-04-08 11:47:47,937 | INFO | Rewiring complete | nodes=128 | edges 331->364 (+33) | density 0.0407->0.0448 | avg_degree 5.17->5.69
2026-04-08 11:48:38,383 | INFO | Rewiring complete | nodes=190 | edges 501->551 (+50) | density 0.0279->0.0307 | avg_degree 5.27->5.80
2026-04-08 11:49:23,487 | INFO | Rewiring complete | nodes=386 | edges 908->998 (+90) | density 0.0122->0.0134 | avg_degree 4.70->5.17
2026-04-08 11:50:00,109 | INFO | Rewiring complete | nodes=499 | edges 1292->1421 (+129) | density 0.0104->0.0114 | avg_degree 5.18->5.70
2026-04-08 11:50:34,950 | INFO | Rewiring complete | nodes=314 | edges 742->816 (+74) | density 0.0151->0.0166 | avg_degree 4.73->5.20
2026-04-08 11:51:10,152 | INFO | Rewiring complete | nodes=211 | edges 531->584 (+53) | density 0.0240->0.0264 | avg_degree 5.03->5.54
2026-04-08 11:51:45,779 | INFO | Rewiring complete | nodes=803 | edges 2774->3051 (+277) | density 0.0086->0.0095 | avg_degree 6.91->7.60
2026-04-08 11:52:19,752 | INFO | Rewiring complete | nodes=354 | edges 790->869 (+79) | density 0.0126->0.0139 | avg_degree 4.46->4.91
2026-04-08 11:52:55,330 | INFO | Rewiring complete | nodes=444 | edges 1026->1128 (+102) | density 0.0104->0.0115 | avg_degree 4.62->5.08
2026-04-08 11:53:31,257 | INFO | Rewiring complete | nodes=322 | edges 757->832 (+75) | density 0.0146->0.0161 | avg_degree 4.70->5.17
2026-04-08 11:54:08,087 | INFO | Rewiring complete | nodes=476 | edges 1231->1354 (+123) | density 0.0109->0.0120 | avg_degree 5.17->5.69
2026-04-08 11:54:44,295 | INFO | Rewiring complete | nodes=456 | edges 1131->1244 (+113) | density 0.0109->0.0120 | avg_degree 4.96->5.46
2026-04-08 11:55:20,378 | INFO | Rewiring complete | nodes=302 | edges 838->921 (+83) | density 0.0184->0.0203 | avg_degree 5.55->6.10
2026-04-08 11:55:56,972 | INFO | Rewiring complete | nodes=331 | edges 721->793 (+72) | density 0.0132->0.0145 | avg_degree 4.36->4.79
2026-04-08 11:56:33,274 | INFO | Rewiring complete | nodes=345 | edges 825->907 (+82) | density 0.0139->0.0153 | avg_degree 4.78->5.26
2026-04-08 11:57:10,244 | INFO | Rewiring complete | nodes=271 | edges 669->735 (+66) | density 0.0183->0.0201 | avg_degree 4.94->5.42
2026-04-08 11:57:46,027 | INFO | Rewiring complete | nodes=471 | edges 1151->1266 (+115) | density 0.0104->0.0114 | avg_degree 4.89->5.38
2026-04-08 11:58:20,675 | INFO | Rewiring complete | nodes=415 | edges 1040->1144 (+104) | density 0.0121->0.0133 | avg_degree 5.01->5.51
2026-04-08 11:58:55,652 | INFO | Rewiring complete | nodes=296 | edges 889->977 (+88) | density 0.0204->0.0224 | avg_degree 6.01->6.60
2026-04-08 11:59:31,414 | INFO | Rewiring complete | nodes=512 | edges 1218->1339 (+121) | density 0.0093->0.0102 | avg_degree 4.76->5.23
2026-04-08 12:00:05,552 | INFO | Rewiring complete | nodes=592 | edges 1662->1828 (+166) | density 0.0095->0.0104 | avg_degree 5.61->6.18
2026-04-08 12:00:39,864 | INFO | Rewiring complete | nodes=231 | edges 518->569 (+51) | density 0.0195->0.0214 | avg_degree 4.48->4.93
2026-04-08 12:01:14,598 | INFO | Rewiring complete | nodes=327 | edges 858->943 (+85) | density 0.0161->0.0177 | avg_degree 5.25->5.77
2026-04-08 12:01:48,582 | INFO | Rewiring complete | nodes=220 | edges 520->572 (+52) | density 0.0216->0.0237 | avg_degree 4.73->5.20
2026-04-08 12:02:22,775 | INFO | Rewiring complete | nodes=358 | edges 878->965 (+87) | density 0.0137->0.0151 | avg_degree 4.91->5.39
2026-04-08 12:02:57,605 | INFO | Rewiring complete | nodes=504 | edges 1199->1318 (+119) | density 0.0095->0.0104 | avg_degree 4.76->5.23
2026-04-08 12:03:32,199 | INFO | Rewiring complete | nodes=293 | edges 868->954 (+86) | density 0.0203->0.0223 | avg_degree 5.92->6.51
2026-04-08 12:04:05,620 | INFO | Rewiring complete | nodes=372 | edges 872->959 (+87) | density 0.0126->0.0139 | avg_degree 4.69->5.16
2026-04-08 12:04:40,749 | INFO | Rewiring complete | nodes=352 | edges 977->1074 (+97) | density 0.0158->0.0174 | avg_degree 5.55->6.10
2026-04-08 12:05:15,480 | INFO | Rewiring complete | nodes=262 | edges 737->810 (+73) | density 0.0216->0.0237 | avg_degree 5.63->6.18
2026-04-08 12:05:49,741 | INFO | Rewiring complete | nodes=173 | edges 498->547 (+49) | density 0.0335->0.0368 | avg_degree 5.76->6.32
2026-04-08 12:06:23,353 | INFO | Rewiring complete | nodes=438 | edges 1042->1146 (+104) | density 0.0109->0.0120 | avg_degree 4.76->5.23
2026-04-08 12:06:56,979 | INFO | Rewiring complete | nodes=1160 | edges 2742->3016 (+274) | density 0.0041->0.0045 | avg_degree 4.73->5.20
2026-04-08 12:07:29,536 | INFO | Rewiring complete | nodes=197 | edges 533->586 (+53) | density 0.0276->0.0304 | avg_degree 5.41->5.95
2026-04-08 12:08:03,962 | INFO | Rewiring complete | nodes=157 | edges 360->396 (+36) | density 0.0294->0.0323 | avg_degree 4.59->5.04
2026-04-08 12:08:38,094 | INFO | Rewiring complete | nodes=198 | edges 424->466 (+42) | density 0.0217->0.0239 | avg_degree 4.28->4.71
2026-04-08 12:09:12,624 | INFO | Rewiring complete | nodes=427 | edges 1039->1142 (+103) | density 0.0114->0.0126 | avg_degree 4.87->5.35
2026-04-08 12:09:47,020 | INFO | Rewiring complete | nodes=571 | edges 1592->1751 (+159) | density 0.0098->0.0108 | avg_degree 5.58->6.13
2026-04-08 12:10:21,295 | INFO | Rewiring complete | nodes=277 | edges 629->691 (+62) | density 0.0165->0.0181 | avg_degree 4.54->4.99
2026-04-08 12:10:55,160 | INFO | Rewiring complete | nodes=445 | edges 1063->1169 (+106) | density 0.0108->0.0118 | avg_degree 4.78->5.25
2026-04-08 12:11:29,096 | INFO | Rewiring complete | nodes=555 | edges 1494->1643 (+149) | density 0.0097->0.0107 | avg_degree 5.38->5.92
2026-04-08 12:12:04,115 | INFO | Rewiring complete | nodes=209 | edges 534->587 (+53) | density 0.0246->0.0270 | avg_degree 5.11->5.62
2026-04-08 12:12:37,951 | INFO | Rewiring complete | nodes=370 | edges 940->1034 (+94) | density 0.0138->0.0151 | avg_degree 5.08->5.59
2026-04-08 12:13:09,899 | INFO | Rewiring complete | nodes=278 | edges 612->673 (+61) | density 0.0159->0.0175 | avg_degree 4.40->4.84
2026-04-08 12:13:42,013 | INFO | Rewiring complete | nodes=245 | edges 657->722 (+65) | density 0.0220->0.0242 | avg_degree 5.36->5.89
2026-04-08 12:14:15,523 | INFO | Rewiring complete | nodes=344 | edges 1030->1133 (+103) | density 0.0175->0.0192 | avg_degree 5.99->6.59
2026-04-08 12:14:48,705 | INFO | Rewiring complete | nodes=232 | edges 559->614 (+55) | density 0.0209->0.0229 | avg_degree 4.82->5.29
2026-04-08 12:15:20,406 | INFO | Rewiring complete | nodes=306 | edges 746->820 (+74) | density 0.0160->0.0176 | avg_degree 4.88->5.36
2026-04-08 12:15:50,936 | INFO | Rewiring complete | nodes=636 | edges 1494->1643 (+149) | density 0.0074->0.0081 | avg_degree 4.70->5.17
2026-04-08 12:16:29,183 | INFO | Rewiring complete | nodes=308 | edges 737->810 (+73) | density 0.0156->0.0171 | avg_degree 4.79->5.26
2026-04-08 12:17:03,196 | INFO | Rewiring complete | nodes=239 | edges 572->629 (+57) | density 0.0201->0.0221 | avg_degree 4.79->5.26
2026-04-08 12:17:37,299 | INFO | Rewiring complete | nodes=639 | edges 1494->1643 (+149) | density 0.0073->0.0081 | avg_degree 4.68->5.14
2026-04-08 12:18:11,107 | INFO | Rewiring complete | nodes=347 | edges 946->1040 (+94) | density 0.0158->0.0173 | avg_degree 5.45->5.99
2026-04-08 12:18:44,645 | INFO | Rewiring complete | nodes=404 | edges 933->1026 (+93) | density 0.0115->0.0126 | avg_degree 4.62->5.08
2026-04-08 12:19:18,867 | INFO | Rewiring complete | nodes=241 | edges 610->671 (+61) | density 0.0211->0.0232 | avg_degree 5.06->5.57
2026-04-08 12:19:52,736 | INFO | Rewiring complete | nodes=1019 | edges 2831->3114 (+283) | density 0.0055->0.0060 | avg_degree 5.56->6.11
2026-04-08 12:20:24,998 | INFO | Rewiring complete | nodes=464 | edges 1340->1474 (+134) | density 0.0125->0.0137 | avg_degree 5.78->6.35
2026-04-08 12:20:59,848 | INFO | Rewiring complete | nodes=259 | edges 613->674 (+61) | density 0.0183->0.0202 | avg_degree 4.73->5.20
2026-04-08 12:21:31,657 | INFO | Rewiring complete | nodes=236 | edges 570->627 (+57) | density 0.0206->0.0226 | avg_degree 4.83->5.31
2026-04-08 12:22:06,082 | INFO | Rewiring complete | nodes=205 | edges 457->502 (+45) | density 0.0219->0.0240 | avg_degree 4.46->4.90
2026-04-08 12:22:39,803 | INFO | Rewiring complete | nodes=157 | edges 329->361 (+32) | density 0.0269->0.0295 | avg_degree 4.19->4.60
2026-04-08 12:23:13,383 | INFO | Rewiring complete | nodes=664 | edges 1848->2032 (+184) | density 0.0084->0.0092 | avg_degree 5.57->6.12
2026-04-08 12:23:47,121 | INFO | Rewiring complete | nodes=135 | edges 301->331 (+30) | density 0.0333->0.0366 | avg_degree 4.46->4.90
2026-04-08 12:24:21,416 | INFO | Rewiring complete | nodes=327 | edges 702->772 (+70) | density 0.0132->0.0145 | avg_degree 4.29->4.72
2026-04-08 12:24:57,721 | INFO | Rewiring complete | nodes=317 | edges 789->867 (+78) | density 0.0158->0.0173 | avg_degree 4.98->5.47
2026-04-08 12:25:32,516 | INFO | Rewiring complete | nodes=248 | edges 615->676 (+61) | density 0.0201->0.0221 | avg_degree 4.96->5.45
2026-04-08 12:26:05,973 | INFO | Rewiring complete | nodes=242 | edges 706->776 (+70) | density 0.0242->0.0266 | avg_degree 5.83->6.41
2026-04-08 12:26:40,519 | INFO | Rewiring complete | nodes=499 | edges 1236->1359 (+123) | density 0.0099->0.0109 | avg_degree 4.95->5.45
2026-04-08 12:27:15,025 | INFO | Rewiring complete | nodes=449 | edges 1178->1295 (+117) | density 0.0117->0.0129 | avg_degree 5.25->5.77
2026-04-08 12:27:49,489 | INFO | Rewiring complete | nodes=131 | edges 295->324 (+29) | density 0.0346->0.0381 | avg_degree 4.50->4.95
2026-04-08 12:28:21,995 | INFO | Rewiring complete | nodes=252 | edges 653->718 (+65) | density 0.0206->0.0227 | avg_degree 5.18->5.70
2026-04-08 12:28:56,323 | INFO | Rewiring complete | nodes=257 | edges 623->685 (+62) | density 0.0189->0.0208 | avg_degree 4.85->5.33
2026-04-08 12:29:30,672 | INFO | Rewiring complete | nodes=180 | edges 482->530 (+48) | density 0.0299->0.0329 | avg_degree 5.36->5.89
2026-04-08 12:30:04,787 | INFO | Rewiring complete | nodes=305 | edges 827->909 (+82) | density 0.0178->0.0196 | avg_degree 5.42->5.96
2026-04-08 12:30:38,831 | INFO | Rewiring complete | nodes=168 | edges 436->479 (+43) | density 0.0311->0.0341 | avg_degree 5.19->5.70
2026-04-08 12:31:12,177 | INFO | Rewiring complete | nodes=159 | edges 421->463 (+42) | density 0.0335->0.0369 | avg_degree 5.30->5.82
2026-04-08 12:31:46,254 | INFO | Rewiring complete | nodes=516 | edges 1380->1518 (+138) | density 0.0104->0.0114 | avg_degree 5.35->5.88
2026-04-08 12:32:20,568 | INFO | Rewiring complete | nodes=282 | edges 631->694 (+63) | density 0.0159->0.0175 | avg_degree 4.48->4.92
2026-04-08 12:32:54,701 | INFO | Rewiring complete | nodes=188 | edges 502->552 (+50) | density 0.0286->0.0314 | avg_degree 5.34->5.87
2026-04-08 12:33:27,775 | INFO | Rewiring complete | nodes=214 | edges 510->561 (+51) | density 0.0224->0.0246 | avg_degree 4.77->5.24
2026-04-08 12:34:02,325 | INFO | Rewiring complete | nodes=312 | edges 687->755 (+68) | density 0.0142->0.0156 | avg_degree 4.40->4.84
2026-04-08 12:34:35,363 | INFO | Rewiring complete | nodes=189 | edges 436->479 (+43) | density 0.0245->0.0270 | avg_degree 4.61->5.07
2026-04-08 12:35:09,946 | INFO | Rewiring complete | nodes=190 | edges 425->467 (+42) | density 0.0237->0.0260 | avg_degree 4.47->4.92
2026-04-08 12:35:41,684 | INFO | Rewiring complete | nodes=336 | edges 742->816 (+74) | density 0.0132->0.0145 | avg_degree 4.42->4.86
2026-04-08 12:36:15,936 | INFO | Rewiring complete | nodes=192 | edges 463->509 (+46) | density 0.0253->0.0278 | avg_degree 4.82->5.30
2026-04-08 12:36:51,310 | INFO | Rewiring complete | nodes=280 | edges 709->779 (+70) | density 0.0182->0.0199 | avg_degree 5.06->5.56
2026-04-08 12:37:29,385 | INFO | Rewiring complete | nodes=469 | edges 1119->1230 (+111) | density 0.0102->0.0112 | avg_degree 4.77->5.25
2026-04-08 12:38:03,991 | INFO | Rewiring complete | nodes=897 | edges 2087->2295 (+208) | density 0.0052->0.0057 | avg_degree 4.65->5.12
2026-04-08 12:38:38,715 | INFO | Rewiring complete | nodes=1103 | edges 2558->2813 (+255) | density 0.0042->0.0046 | avg_degree 4.64->5.10
2026-04-08 12:39:12,433 | INFO | Rewiring complete | nodes=297 | edges 726->798 (+72) | density 0.0165->0.0182 | avg_degree 4.89->5.37
2026-04-08 12:39:45,741 | INFO | Rewiring complete | nodes=257 | edges 605->665 (+60) | density 0.0184->0.0202 | avg_degree 4.71->5.18
2026-04-08 12:40:20,177 | INFO | Rewiring complete | nodes=272 | edges 739->812 (+73) | density 0.0201->0.0220 | avg_degree 5.43->5.97
2026-04-08 12:40:56,735 | INFO | Rewiring complete | nodes=240 | edges 558->613 (+55) | density 0.0195->0.0214 | avg_degree 4.65->5.11
2026-04-08 12:41:33,218 | INFO | Rewiring complete | nodes=213 | edges 480->528 (+48) | density 0.0213->0.0234 | avg_degree 4.51->4.96
2026-04-08 12:42:10,208 | INFO | Rewiring complete | nodes=175 | edges 397->436 (+39) | density 0.0261->0.0286 | avg_degree 4.54->4.98
2026-04-08 12:42:45,174 | INFO | Rewiring complete | nodes=213 | edges 535->588 (+53) | density 0.0237->0.0260 | avg_degree 5.02->5.52
2026-04-08 12:43:22,334 | INFO | Rewiring complete | nodes=725 | edges 1751->1926 (+175) | density 0.0067->0.0073 | avg_degree 4.83->5.31
2026-04-08 12:43:59,697 | INFO | Rewiring complete | nodes=208 | edges 577->634 (+57) | density 0.0268->0.0295 | avg_degree 5.55->6.10
2026-04-08 12:44:34,598 | INFO | Rewiring complete | nodes=306 | edges 722->794 (+72) | density 0.0155->0.0170 | avg_degree 4.72->5.19
2026-04-08 12:45:06,931 | INFO | Rewiring complete | nodes=123 | edges 290->319 (+29) | density 0.0387->0.0425 | avg_degree 4.72->5.19
2026-04-08 12:45:41,305 | INFO | Rewiring complete | nodes=192 | edges 504->554 (+50) | density 0.0275->0.0302 | avg_degree 5.25->5.77
2026-04-08 12:46:15,042 | INFO | Rewiring complete | nodes=414 | edges 1023->1125 (+102) | density 0.0120->0.0132 | avg_degree 4.94->5.43
2026-04-08 12:46:49,628 | INFO | Rewiring complete | nodes=394 | edges 931->1024 (+93) | density 0.0120->0.0132 | avg_degree 4.73->5.20
2026-04-08 12:47:25,821 | INFO | Rewiring complete | nodes=99 | edges 239->262 (+23) | density 0.0493->0.0540 | avg_degree 4.83->5.29
2026-04-08 12:48:02,258 | INFO | Rewiring complete | nodes=338 | edges 767->843 (+76) | density 0.0135->0.0148 | avg_degree 4.54->4.99
2026-04-08 12:48:38,228 | INFO | Rewiring complete | nodes=263 | edges 689->757 (+68) | density 0.0200->0.0220 | avg_degree 5.24->5.76
2026-04-08 12:49:13,571 | INFO | Rewiring complete | nodes=116 | edges 271->298 (+27) | density 0.0406->0.0447 | avg_degree 4.67->5.14
2026-04-08 12:49:47,863 | INFO | Rewiring complete | nodes=343 | edges 845->929 (+84) | density 0.0144->0.0158 | avg_degree 4.93->5.42
2026-04-08 12:50:24,502 | INFO | Rewiring complete | nodes=419 | edges 1051->1156 (+105) | density 0.0120->0.0132 | avg_degree 5.02->5.52
2026-04-08 12:50:59,865 | INFO | Rewiring complete | nodes=257 | edges 631->694 (+63) | density 0.0192->0.0211 | avg_degree 4.91->5.40
2026-04-08 12:51:29,875 | INFO | Rewiring complete | nodes=336 | edges 921->1013 (+92) | density 0.0164->0.0180 | avg_degree 5.48->6.03
